Date;Period;T;U;WW
17.08.2016;Вечер;15;0.9;4.0
18.08.2016;Ночь;15;0.9;3.0
18.08.2016;Утро;15;0.8;3.0
18.08.2016;День;15;0.7;4.0
18.08.2016;Вечер;15;0.9;4.0
19.08.2016;Ночь;15;0.9;4.0
19.08.2016;Утро;17;0.7;4.0
19.08.2016;День;17;0.6;4.0
19.08.2016;Вечер;17;0.8;4.0
20.08.2016;Ночь;17;1.0;3.0
20.08.2016;Утро;17;0.9;3.0
20.08.2016;День;19;0.9;1.0
20.08.2016;Вечер;19;0.9;4.0
21.08.2016;Ночь;19;1.0;1.0
21.08.2016;Утро;19;0.6;4.0
21.08.2016;День;19;0.4;4.0
21.08.2016;Вечер;19;0.6;4.0
22.08.2016;Ночь;17;0.8;4.0
22.08.2016;Утро;21;0.6;4.0
22.08.2016;День;21;0.4;4.0
22.08.2016;Вечер;21;0.5;4.0
23.08.2016;Ночь;21;0.9;4.0
23.08.2016;Утро;21;0.9;3.0
23.08.2016;День;21;0.9;3.0
23.08.2016;Вечер;21;0.9;4.0
24.08.2016;Ночь;21;0.9;4.0
24.08.2016;Утро;21;0.8;4.0
24.08.2016;День;21;0.7;4.0
24.08.2016;Вечер;21;0.9;4.0
25.08.2016;Ночь;21;0.9;4.0
25.08.2016;Утро;21;0.7;4.0
25.08.2016;День;21;0.6;4.0
25.08.2016;Вечер;21;0.8;4.0
26.08.2016;Ночь;21;0.9;4.0
26.08.2016;Утро;21;0.9;3.0
26.08.2016;День;21;0.7;4.0
26.08.2016;Вечер;21;0.9;3.0
27.08.2016;Ночь;21;0.9;4.0
27.08.2016;Утро;21;0.7;4.0
27.08.2016;День;21;0.7;4.0
27.08.2016;Вечер;21;0.7;4.0
28.08.2016;Ночь;21;0.6;4.0
28.08.2016;Утро;21;0.6;4.0
28.08.2016;День;21;0.6;4.0
28.08.2016;Вечер;21;0.7;4.0
29.08.2016;Ночь;21;0.7;4.0
29.08.2016;Утро;21;0.8;3.0
29.08.2016;День;12;0.9;3.0
29.08.2016;Вечер;12;1.0;3.0
30.08.2016;Ночь;12;1.0;4.0
30.08.2016;Утро;16;1.0;3.0
30.08.2016;День;16;0.9;4.0
30.08.2016;Вечер;16;0.9;4.0
31.08.2016;Ночь;16;0.9;4.0
31.08.2016;Утро;16;0.7;4.0
31.08.2016;День;16;0.7;4.0
31.08.2016;Вечер;16;0.8;4.0
01.09.2016;Ночь;16;0.9;4.0
01.09.2016;Утро;16;0.8;4.0
01.09.2016;День;18;0.8;4.0
01.09.2016;Вечер;17;0.8;3.0
02.09.2016;Ночь;17;0.9;4.0
02.09.2016;Утро;17;0.8;4.0
02.09.2016;День;17;0.7;4.0
02.09.2016;Вечер;17;0.8;4.0
03.09.2016;Ночь;17;0.9;4.0
03.09.2016;Утро;17;0.8;4.0
03.09.2016;День;17;0.5;4.0
03.09.2016;Вечер;17;0.8;4.0
04.09.2016;Ночь;17;0.9;3.0
04.09.2016;Утро;17;0.9;3.0
04.09.2016;День;17;0.8;3.0
04.09.2016;Вечер;17;0.9;4.0
05.09.2016;Ночь;12,5;0.9;4.0
05.09.2016;Утро;12,5;0.8;4.0
05.09.2016;День;12,5;0.7;4.0
05.09.2016;Вечер;12,5;0.9;3.0
06.09.2016;Ночь;12,5;0.9;4.0
06.09.2016;Утро;12,5;0.6;4.0
06.09.2016;День;12,5;0.6;4.0
06.09.2016;Вечер;12,5;0.7;4.0
07.09.2016;Ночь;12,5;0.8;4.0
07.09.2016;Утро;15;0.8;4.0
07.09.2016;День;17;0.9;4.0
07.09.2016;Вечер;17;0.9;4.0
08.09.2016;Ночь;17;0.7;4.0
08.09.2016;Утро;17;0.6;4.0
08.09.2016;День;17;0.6;4.0
08.09.2016;Вечер;17;0.7;4.0
09.09.2016;Ночь;17;0.9;4.0
09.09.2016;Утро;17;0.8;4.0
09.09.2016;День;17;0.5;4.0
09.09.2016;Вечер;17;0.9;4.0
10.09.2016;Ночь;17;0.9;1.0
10.09.2016;Утро;17;0.8;4.0
10.09.2016;День;16;0.7;3.0
10.09.2016;Вечер;16;0.9;3.0
11.09.2016;Ночь;16;1.0;1.0
11.09.2016;Утро;16;0.9;2.0
11.09.2016;День;18;0.8;4.0
11.09.2016;Вечер;18;0.9;4.0
12.09.2016;Ночь;18;0.9;4.0
12.09.2016;Утро;18;0.8;4.0
12.09.2016;День;18;0.7;4.0
12.09.2016;Вечер;18;0.6;4.0
13.09.2016;Ночь;18;0.7;4.0
13.09.2016;Утро;18;0.6;4.0
13.09.2016;День;18;0.4;4.0
13.09.2016;Вечер;18;0.6;4.0
14.09.2016;Ночь;18;0.8;4.0
14.09.2016;Утро;18;0.7;4.0
14.09.2016;День;18;0.7;4.0
14.09.2016;Вечер;18;0.8;4.0
15.09.2016;Ночь;18;0.9;4.0
15.09.2016;Утро;18;0.8;3.0
15.09.2016;День;16;0.8;4.0
15.09.2016;Вечер;16;0.8;4.0
16.09.2016;Ночь;12;0.8;4.0
16.09.2016;Утро;12;0.8;3.0
16.09.2016;День;12;0.6;4.0
16.09.2016;Вечер;12;0.8;4.0
17.09.2016;Ночь;12;0.9;4.0
17.09.2016;Утро;12;0.7;3.0
17.09.2016;День;12;0.7;4.0
17.09.2016;Вечер;12;0.7;4.0
18.09.2016;Ночь;12;0.7;4.0
18.09.2016;Утро;12;0.6;4.0
18.09.2016;День;12;0.5;4.0
18.09.2016;Вечер;12;0.6;4.0
19.09.2016;Ночь;12;0.7;4.0
19.09.2016;Утро;8;0.6;4.0
19.09.2016;День;14;0.5;4.0
19.09.2016;Вечер;14;0.7;4.0
20.09.2016;Ночь;14;0.9;4.0
20.09.2016;Утро;14;0.8;4.0
20.09.2016;День;14;0.6;4.0
20.09.2016;Вечер;14;0.7;4.0
21.09.2016;Ночь;10;0.9;4.0
21.09.2016;Утро;10;0.8;4.0
21.09.2016;День;10;0.8;4.0
21.09.2016;Вечер;10;0.8;4.0
22.09.2016;Ночь;10;0.9;3.0
22.09.2016;Утро;10;0.9;3.0
22.09.2016;День;10;0.7;3.0
22.09.2016;Вечер;10;0.8;4.0
23.09.2016;Ночь;10;0.8;4.0
23.09.2016;Утро;10;0.9;3.0
23.09.2016;День;10;0.9;3.0
23.09.2016;Вечер;10;0.9;4.0
24.09.2016;Ночь;10;0.9;3.0
24.09.2016;Утро;10;0.9;4.0
24.09.2016;День;10;0.8;4.0
24.09.2016;Вечер;10;0.9;3.0
25.09.2016;Ночь;10;0.9;4.0
25.09.2016;Утро;10;0.8;4.0
25.09.2016;День;10;0.7;4.0
25.09.2016;Вечер;10;0.8;4.0
26.09.2016;Ночь;10;0.8;4.0
26.09.2016;Утро;10;0.8;4.0
26.09.2016;День;10;0.9;4.0
26.09.2016;Вечер;10;0.9;4.0
27.09.2016;Ночь;10;1.0;1.0
27.09.2016;Утро;10;0.9;4.0
27.09.2016;День;14;0.8;4.0
27.09.2016;Вечер;13;0.8;4.0
28.09.2016;Ночь;13;0.9;4.0
28.09.2016;Утро;13;0.9;1.0
28.09.2016;День;13;0.9;1.0
28.09.2016;Вечер;13;0.9;4.0
29.09.2016;Ночь;10;0.9;3.0
29.09.2016;Утро;10;0.9;3.0
29.09.2016;День;10;0.8;4.0
29.09.2016;Вечер;10;0.9;4.0
30.09.2016;Ночь;10;0.9;3.0
30.09.2016;Утро;10;0.7;4.0
30.09.2016;День;10;0.7;4.0
30.09.2016;Вечер;10;0.7;4.0
01.10.2016;Ночь;10;0.8;4.0
01.10.2016;Утро;12,5;0.7;4.0
01.10.2016;День;12,5;0.6;4.0
01.10.2016;Вечер;12,5;0.7;4.0
02.10.2016;Ночь;9;0.9;4.0
02.10.2016;Утро;9;0.8;4.0
02.10.2016;День;9;0.8;4.0
02.10.2016;Вечер;9;0.9;4.0
03.10.2016;Ночь;9;1.0;4.0
03.10.2016;Утро;9;1.0;4.0
03.10.2016;День;9;0.7;4.0
03.10.2016;Вечер;9;0.8;4.0
04.10.2016;Ночь;9;0.8;4.0
04.10.2016;Утро;7;0.8;3.0
04.10.2016;День;7;0.7;4.0
04.10.2016;Вечер;7;0.8;3.0
05.10.2016;Ночь;7;0.7;4.0
05.10.2016;Утро;7;0.7;3.0
05.10.2016;День;7;0.7;4.0
05.10.2016;Вечер;7;0.7;4.0
06.10.2016;Ночь;7;0.8;4.0
06.10.2016;Утро;6;0.7;4.0
06.10.2016;День;6;0.7;4.0
06.10.2016;Вечер;6;0.8;4.0
07.10.2016;Ночь;6;0.8;4.0
07.10.2016;Утро;8;0.7;4.0
07.10.2016;День;8;0.7;4.0
07.10.2016;Вечер;8;0.7;4.0
08.10.2016;Ночь;8;0.7;4.0
08.10.2016;Утро;7;0.7;4.0
08.10.2016;День;7;0.9;3.0
08.10.2016;Вечер;7;0.9;3.0
09.10.2016;Ночь;7;0.8;4.0
09.10.2016;Утро;7;0.8;4.0
09.10.2016;День;7;0.7;4.0
09.10.2016;Вечер;7;0.8;4.0
10.10.2016;Ночь;7;0.8;4.0
10.10.2016;Утро;7;0.7;4.0
10.10.2016;День;7;0.7;4.0
10.10.2016;Вечер;7;0.7;4.0
11.10.2016;Ночь;7;0.8;2.0
11.10.2016;Утро;7;0.8;4.0
11.10.2016;День;7;0.8;4.0
11.10.2016;Вечер;7;0.8;4.0
12.10.2016;Ночь;7;0.8;4.0
12.10.2016;Утро;7;0.8;4.0
12.10.2016;День;7;0.8;4.0
12.10.2016;Вечер;7;0.8;4.0
13.10.2016;Ночь;7;0.9;4.0
13.10.2016;Утро;7;0.9;2.0
13.10.2016;День;2;0.9;4.0
13.10.2016;Вечер;2;0.9;2.0
14.10.2016;Ночь;4;1.0;1.0
14.10.2016;Утро;5;0.9;4.0
14.10.2016;День;5;0.8;4.0
14.10.2016;Вечер;5;0.9;4.0
15.10.2016;Ночь;5;1.0;1.0
15.10.2016;Утро;7;0.9;2.0
15.10.2016;День;7;0.8;3.0
15.10.2016;Вечер;7;0.8;4.0
16.10.2016;Ночь;7;0.9;4.0
16.10.2016;Утро;7;0.7;4.0
16.10.2016;День;8;0.7;4.0
16.10.2016;Вечер;8;0.8;4.0
17.10.2016;Ночь;8;0.7;4.0
17.10.2016;Утро;8;0.6;4.0
17.10.2016;День;8;0.6;4.0
17.10.2016;Вечер;8;0.6;4.0
18.10.2016;Ночь;8;0.6;4.0
18.10.2016;Утро;8;0.6;4.0
18.10.2016;День;4;0.6;4.0
18.10.2016;Вечер;4;0.6;4.0
19.10.2016;Ночь;4;0.8;4.0
19.10.2016;Утро;4;0.7;4.0
19.10.2016;День;4;0.6;4.0
19.10.2016;Вечер;4;0.7;4.0
20.10.2016;Ночь;4;0.9;4.0
20.10.2016;Утро;4;0.7;4.0
20.10.2016;День;4;0.6;4.0
20.10.2016;Вечер;4;0.6;4.0
21.10.2016;Ночь;2;0.6;4.0
21.10.2016;Утро;2;0.6;4.0
21.10.2016;День;2;0.6;4.0
21.10.2016;Вечер;2;0.6;4.0
22.10.2016;Ночь;2;0.6;4.0
22.10.2016;Утро;2;0.7;4.0
22.10.2016;День;2;0.6;4.0
22.10.2016;Вечер;2;0.6;4.0
23.10.2016;Ночь;2;0.7;4.0
23.10.2016;Утро;3;0.7;4.0
23.10.2016;День;3;0.6;4.0
23.10.2016;Вечер;3;0.7;4.0
24.10.2016;Ночь;4;0.7;4.0
24.10.2016;Утро;4;0.6;4.0
24.10.2016;День;4;0.5;4.0
24.10.2016;Вечер;4;0.6;4.0
25.10.2016;Ночь;4;0.6;4.0
25.10.2016;Утро;4;0.8;2.0
25.10.2016;День;4;0.9;2.0
25.10.2016;Вечер;4;0.9;2.0
26.10.2016;Ночь;4;0.9;2.0
26.10.2016;Утро;4;0.9;2.0
26.10.2016;День;4;0.9;2.0
26.10.2016;Вечер;1;1.0;2.0
27.10.2016;Ночь;1;0.9;3.0
27.10.2016;Утро;2;0.8;2.0
27.10.2016;День;2;0.9;3.0
27.10.2016;Вечер;4;0.9;3.0
28.10.2016;Ночь;4;0.9;3.0
28.10.2016;Утро;6;0.9;3.0
28.10.2016;День;6;0.9;3.0
28.10.2016;Вечер;6;0.9;3.0
29.10.2016;Ночь;6;0.9;2.0
29.10.2016;Утро;5;0.9;3.0
29.10.2016;День;5;0.8;4.0
29.10.2016;Вечер;5;0.8;4.0
30.10.2016;Ночь;5;0.9;3.0
30.10.2016;Утро;5;0.9;3.0
30.10.2016;День;5;0.8;4.0
30.10.2016;Вечер;5;0.8;4.0
31.10.2016;Ночь;5;0.8;4.0
31.10.2016;Утро;5;0.8;2.0
31.10.2016;День;5;0.9;2.0
31.10.2016;Вечер;1;0.8;4.0
01.11.2016;Ночь;1;0.8;4.0
01.11.2016;Утро;1;0.7;2.0
01.11.2016;День;1;0.7;2.0
01.11.2016;Вечер;1;0.8;4.0
02.11.2016;Ночь;1;0.8;4.0
02.11.2016;Утро;1;0.7;2.0
02.11.2016;День;1;0.8;2.0
02.11.2016;Вечер;1;0.8;2.0
03.11.2016;Ночь;1;0.9;2.0
03.11.2016;Утро;1;0.9;2.0
03.11.2016;День;1;0.9;2.0
03.11.2016;Вечер;-2;0.9;4.0
04.11.2016;Ночь;-2;0.9;2.0
04.11.2016;Утро;-2;0.9;2.0
04.11.2016;День;-2;0.8;2.0
04.11.2016;Вечер;-2;0.9;2.0
05.11.2016;Ночь;-2;0.9;4.0
05.11.2016;Утро;-2;0.8;4.0
05.11.2016;День;-3;0.9;2.0
05.11.2016;Вечер;-3;0.9;2.0
06.11.2016;Ночь;-3;0.9;2.0
06.11.2016;Утро;-3;0.8;4.0
06.11.2016;День;-3;0.7;4.0
06.11.2016;Вечер;-3;0.8;4.0
07.11.2016;Ночь;-3;0.8;4.0
07.11.2016;Утро;-3;0.8;2.0
07.11.2016;День;-3;0.9;2.0
07.11.2016;Вечер;-3;0.9;2.0
08.11.2016;Ночь;-5;0.9;2.0
08.11.2016;Утро;-5;0.9;2.0
08.11.2016;День;-5;0.9;2.0
08.11.2016;Вечер;-5;0.8;2.0
09.11.2016;Ночь;-6;0.8;2.0
09.11.2016;Утро;-6;0.8;2.0
09.11.2016;День;-6;0.8;2.0
09.11.2016;Вечер;-6;0.9;4.0
10.11.2016;Ночь;-6;0.9;2.0
10.11.2016;Утро;-6;0.9;4.0
10.11.2016;День;-7;0.9;2.0
10.11.2016;Вечер;-7;0.8;2.0
11.11.2016;Ночь;-7;0.9;4.0
11.11.2016;Утро;-10;0.8;2.0
11.11.2016;День;-10;0.8;4.0
11.11.2016;Вечер;-10;0.8;4.0
12.11.2016;Ночь;-10;0.9;4.0
12.11.2016;Утро;-10;0.9;4.0
12.11.2016;День;-10;0.8;4.0
12.11.2016;Вечер;-10;0.9;2.0
13.11.2016;Ночь;-10;0.9;2.0
13.11.2016;Утро;-10;0.9;2.0
13.11.2016;День;-10;0.9;2.0
13.11.2016;Вечер;-10;0.9;4.0
14.11.2016;Ночь;-2;0.9;2.0
14.11.2016;Утро;-2;0.9;2.0
14.11.2016;День;-2;0.9;4.0
14.11.2016;Вечер;-2;0.9;4.0
15.11.2016;Ночь;-2;0.9;4.0
15.11.2016;Утро;-2;0.9;2.0
15.11.2016;День;-2;0.9;4.0
15.11.2016;Вечер;-2;0.9;4.0
16.11.2016;Ночь;-2;0.9;2.0
16.11.2016;Утро;-2;0.9;2.0
16.11.2016;День;-2;0.9;2.0
16.11.2016;Вечер;-2;0.9;2.0
17.11.2016;Ночь;-2;0.9;2.0
17.11.2016;Утро;-2;0.9;4.0
17.11.2016;День;-2;0.9;4.0
17.11.2016;Вечер;-2;0.9;3.0
18.11.2016;Ночь;2;0.9;4.0
18.11.2016;Утро;2;0.9;2.0
18.11.2016;День;2;0.9;4.0
18.11.2016;Вечер;2;0.9;4.0
19.11.2016;Ночь;3;0.9;3.0
19.11.2016;Утро;4;0.9;3.0
19.11.2016;День;4;0.9;4.0
19.11.2016;Вечер;4;0.9;4.0
20.11.2016;Ночь;4;0.9;3.0
20.11.2016;Утро;4;0.9;3.0
20.11.2016;День;4;0.9;3.0
20.11.2016;Вечер;4;0.8;4.0
21.11.2016;Ночь;4;0.9;4.0
21.11.2016;Утро;4;0.9;4.0
21.11.2016;День;4;0.9;4.0
21.11.2016;Вечер;4;0.9;4.0
22.11.2016;Ночь;4;0.9;4.0
22.11.2016;Утро;2;0.9;4.0
22.11.2016;День;2;0.9;4.0
22.11.2016;Вечер;1;0.9;4.0
23.11.2016;Ночь;1;0.9;4.0
23.11.2016;Утро;1;0.9;1.0
23.11.2016;День;1;0.9;1.0
23.11.2016;Вечер;1;0.9;2.0
24.11.2016;Ночь;1;0.9;2.0
24.11.2016;Утро;1;0.9;3.0
24.11.2016;День;1;0.9;3.0
24.11.2016;Вечер;1;1.0;4.0
25.11.2016;Ночь;1;1.0;2.0
25.11.2016;Утро;1;1.0;2.0
25.11.2016;День;1;0.9;2.0
25.11.2016;Вечер;1;0.8;4.0
26.11.2016;Ночь;1;0.8;4.0
26.11.2016;Утро;-1;1.0;2.0
26.11.2016;День;-1;1.0;2.0
26.11.2016;Вечер;-1;1.0;4.0
27.11.2016;Ночь;-1;1.0;2.0
27.11.2016;Утро;1;0.9;3.0
27.11.2016;День;1;0.9;2.0
27.11.2016;Вечер;1;0.8;2.0
28.11.2016;Ночь;-5;0.8;2.0
28.11.2016;Утро;-5;0.8;2.0
28.11.2016;День;-5;0.8;4.0
28.11.2016;Вечер;-5;0.8;4.0
29.11.2016;Ночь;-5;0.8;2.0
29.11.2016;Утро;-5;0.8;4.0
29.11.2016;День;-5;0.9;4.0
29.11.2016;Вечер;-5;0.9;4.0
30.11.2016;Ночь;-5;0.8;4.0
30.11.2016;Утро;-5;0.8;2.0
30.11.2016;День;-5;0.9;2.0
30.11.2016;Вечер;-5;0.9;2.0
01.12.2016;Ночь;-5;0.9;2.0
01.12.2016;Утро;-5;0.9;4.0
01.12.2016;День;-5;0.9;2.0
01.12.2016;Вечер;-5;0.9;2.0
02.12.2016;Ночь;-5;1.0;2.0
02.12.2016;Утро;-2;0.9;2.0
02.12.2016;День;-2;0.9;2.0
02.12.2016;Вечер;-2;0.9;2.0
03.12.2016;Ночь;-2;1.0;2.0
03.12.2016;Утро;-2;0.9;2.0
03.12.2016;День;-2;0.9;2.0
03.12.2016;Вечер;-2;0.9;2.0
04.12.2016;Ночь;-2;0.8;2.0
04.12.2016;Утро;-2;0.9;2.0
04.12.2016;День;-2;0.9;4.0
04.12.2016;Вечер;-2;0.9;4.0
05.12.2016;Ночь;-2;0.9;2.0
05.12.2016;Утро;-2;0.9;3.0
05.12.2016;День;-2;0.7;2.0
05.12.2016;Вечер;-2;0.7;4.0
06.12.2016;Ночь;-2;0.8;2.0
06.12.2016;Утро;-2;0.8;4.0
06.12.2016;День;-2;0.8;4.0
06.12.2016;Вечер;-2;0.9;4.0
07.12.2016;Ночь;-11;0.9;4.0
07.12.2016;Утро;-5;0.8;2.0
07.12.2016;День;-5;0.9;4.0
07.12.2016;Вечер;-5;0.8;4.0
08.12.2016;Ночь;-5;0.9;3.0
08.12.2016;Утро;-5;1.0;2.0
08.12.2016;День;-5;0.9;2.0
08.12.2016;Вечер;-5;1.0;1.0
09.12.2016;Ночь;-5;1.0;1.0
09.12.2016;Утро;-5;1.0;1.0
09.12.2016;День;-5;0.9;3.0
09.12.2016;Вечер;0;0.9;4.0
10.12.2016;Ночь;0;0.7;4.0
10.12.2016;Утро;0;0.8;4.0
10.12.2016;День;-5;0.8;4.0
10.12.2016;Вечер;-7;0.9;4.0
11.12.2016;Ночь;-7;0.8;4.0
11.12.2016;Утро;-6;0.8;4.0
11.12.2016;День;-6;0.9;4.0
11.12.2016;Вечер;-6;0.9;4.0
12.12.2016;Ночь;-6;0.8;2.0
12.12.2016;Утро;-6;0.9;4.0
12.12.2016;День;-6;0.9;2.0
12.12.2016;Вечер;-6;0.9;4.0
13.12.2016;Ночь;-6;0.9;4.0
13.12.2016;Утро;-6;0.9;4.0
13.12.2016;День;-6;0.8;4.0
13.12.2016;Вечер;-6;0.9;4.0
14.12.2016;Ночь;-3;0.8;2.0
14.12.2016;Утро;-3;0.9;4.0
14.12.2016;День;-3;0.8;4.0
14.12.2016;Вечер;-3;0.9;4.0
15.12.2016;Ночь;-6;0.9;4.0
15.12.2016;Утро;-6;0.9;2.0
15.12.2016;День;-6;0.9;2.0
15.12.2016;Вечер;-6;1.0;2.0
16.12.2016;Ночь;-1;0.9;4.0
16.12.2016;Утро;-1;0.9;4.0
16.12.2016;День;-1;0.9;4.0
16.12.2016;Вечер;-1;0.9;4.0
17.12.2016;Ночь;-1;0.9;4.0
17.12.2016;Утро;-1;1.0;1.0
17.12.2016;День;-1;1.0;2.0
17.12.2016;Вечер;-1;1.0;2.0
18.12.2016;Ночь;-1;1.0;2.0
18.12.2016;Утро;-1;0.9;2.0
18.12.2016;День;-1;0.9;4.0
18.12.2016;Вечер;-1;1.0;4.0
19.12.2016;Ночь;-1;1.0;4.0
19.12.2016;Утро;-1;1.0;4.0
19.12.2016;День;-1;1.0;2.0
19.12.2016;Вечер;-1;1.0;4.0
20.12.2016;Ночь;-1;0.9;4.0
20.12.2016;Утро;2;0.9;4.0
20.12.2016;День;2;0.9;2.0
20.12.2016;Вечер;2;1.0;2.0
21.12.2016;Ночь;2;1.0;2.0
21.12.2016;Утро;2;1.0;2.0
21.12.2016;День;2;0.9;4.0
21.12.2016;Вечер;2;0.9;4.0
22.12.2016;Ночь;2;0.9;2.0
22.12.2016;Утро;3;0.9;4.0
22.12.2016;День;3;0.9;2.0
22.12.2016;Вечер;3;0.9;4.0
23.12.2016;Ночь;3;0.9;2.0
23.12.2016;Утро;3;0.8;3.0
23.12.2016;День;3;0.9;3.0
23.12.2016;Вечер;3;0.8;4.0
24.12.2016;Ночь;3;0.8;4.0
24.12.2016;Утро;1;0.8;4.0
24.12.2016;День;1;0.9;3.0
24.12.2016;Вечер;1;0.9;4.0
25.12.2016;Ночь;1;0.8;4.0
25.12.2016;Утро;1;0.8;4.0
25.12.2016;День;1;0.9;3.0
25.12.2016;Вечер;1;0.8;4.0
26.12.2016;Ночь;1;0.8;3.0
26.12.2016;Утро;1;0.8;3.0
26.12.2016;День;1;0.8;4.0
26.12.2016;Вечер;1;0.7;4.0
27.12.2016;Ночь;1;0.9;2.0
27.12.2016;Утро;1;0.9;3.0
27.12.2016;День;1;0.9;4.0
27.12.2016;Вечер;1;0.9;2.0
28.12.2016;Ночь;1;0.8;4.0
28.12.2016;Утро;-2,5;0.8;2.0
28.12.2016;День;-2,5;0.8;4.0
28.12.2016;Вечер;-2,5;0.8;4.0
29.12.2016;Ночь;-2,5;0.8;4.0
29.12.2016;Утро;-2,5;0.8;4.0
29.12.2016;День;-2,5;0.8;2.0
29.12.2016;Вечер;-2,5;0.9;4.0
30.12.2016;Ночь;-2,5;0.9;4.0
30.12.2016;Утро;-2,5;1.0;2.0
30.12.2016;День;-2,5;0.9;2.0
30.12.2016;Вечер;-2,5;0.8;4.0
31.12.2016;Ночь;-2,5;1.0;2.0
31.12.2016;Утро;-2,5;1.0;2.0
31.12.2016;День;4;0.9;2.0
31.12.2016;Вечер;4;0.9;4.0
01.01.2017;Ночь;4;0.9;4.0
01.01.2017;Утро;4;0.9;4.0
01.01.2017;День;4;0.9;4.0
01.01.2017;Вечер;4;0.9;4.0
02.01.2017;Ночь;4;0.9;2.0
02.01.2017;Утро;4;0.8;2.0
02.01.2017;День;4;0.8;2.0
02.01.2017;Вечер;4;0.8;2.0
03.01.2017;Ночь;4;0.8;2.0
03.01.2017;Утро;4;0.8;2.0
03.01.2017;День;-10;0.8;2.0
03.01.2017;Вечер;-10;0.8;4.0
04.01.2017;Ночь;-10;0.8;4.0
04.01.2017;Утро;-10;0.7;4.0
04.01.2017;День;-10;0.8;2.0
04.01.2017;Вечер;-10;0.8;2.0
05.01.2017;Ночь;-10;0.8;2.0
05.01.2017;Утро;-10;0.8;2.0
05.01.2017;День;-10;0.8;4.0
05.01.2017;Вечер;-10;0.8;4.0
06.01.2017;Ночь;-18;0.8;2.0
06.01.2017;Утро;-18;0.8;2.0
06.01.2017;День;-18;0.8;4.0
06.01.2017;Вечер;-18;0.7;4.0
07.01.2017;Ночь;-18;0.8;4.0
07.01.2017;Утро;-18;0.7;4.0
07.01.2017;День;-18;0.6;4.0
07.01.2017;Вечер;-18;0.7;2.0
08.01.2017;Ночь;-18;0.8;2.0
08.01.2017;Утро;-18;0.8;4.0
08.01.2017;День;-18;0.8;4.0
08.01.2017;Вечер;-18;0.8;4.0
09.01.2017;Ночь;-18;0.9;4.0
09.01.2017;Утро;-18;1.0;2.0
09.01.2017;День;-18;0.9;4.0
09.01.2017;Вечер;-18;0.9;4.0
10.01.2017;Ночь;-18;0.9;2.0
10.01.2017;Утро;-18;0.9;2.0
10.01.2017;День;-18;0.9;2.0
10.01.2017;Вечер;-18;0.9;4.0
11.01.2017;Ночь;-18;0.8;4.0
11.01.2017;Утро;-18;0.8;4.0
11.01.2017;День;-5;0.7;4.0
11.01.2017;Вечер;-5;0.7;4.0
12.01.2017;Ночь;-5;0.8;4.0
12.01.2017;Утро;-5;0.8;4.0
12.01.2017;День;-5;0.8;2.0
12.01.2017;Вечер;-5;0.8;4.0
13.01.2017;Ночь;-5;0.8;2.0
13.01.2017;Утро;-2;0.9;2.0
13.01.2017;День;-2;0.8;4.0
13.01.2017;Вечер;-2;0.8;4.0
14.01.2017;Ночь;-1;0.9;2.0
14.01.2017;Утро;-1;0.9;2.0
14.01.2017;День;-1;0.9;4.0
14.01.2017;Вечер;-1;0.8;4.0
15.01.2017;Ночь;-1;1.0;2.0
15.01.2017;Утро;-1;0.9;2.0
15.01.2017;День;-1;1.0;2.0
15.01.2017;Вечер;-1;0.9;2.0
16.01.2017;Ночь;-2;0.9;4.0
16.01.2017;Утро;-2;0.9;4.0
16.01.2017;День;-2;0.9;4.0
16.01.2017;Вечер;-3;0.9;4.0
17.01.2017;Ночь;-3;0.8;4.0
17.01.2017;Утро;-3;0.9;2.0
17.01.2017;День;-3;0.9;2.0
17.01.2017;Вечер;-3;0.9;4.0
18.01.2017;Ночь;-3;0.9;4.0
18.01.2017;Утро;-3;0.9;2.0
18.01.2017;День;-3;0.9;2.0
18.01.2017;Вечер;-3;0.9;2.0
19.01.2017;Ночь;1;0.9;2.0
19.01.2017;Утро;1;1.0;2.0
19.01.2017;День;1;1.0;2.0
19.01.2017;Вечер;2;0.9;4.0
20.01.2017;Ночь;2;0.6;4.0
20.01.2017;Утро;2;0.6;4.0
20.01.2017;День;2;0.8;4.0
20.01.2017;Вечер;2;0.9;4.0
21.01.2017;Ночь;2;0.9;4.0
21.01.2017;Утро;2;0.9;4.0
21.01.2017;День;2;0.8;4.0
21.01.2017;Вечер;2;0.9;4.0
22.01.2017;Ночь;2;0.9;2.0
22.01.2017;Утро;1;0.9;2.0
22.01.2017;День;1;1.0;2.0
22.01.2017;Вечер;1;1.0;3.0
23.01.2017;Ночь;1;1.0;1.0
23.01.2017;Утро;1;1.0;2.0
23.01.2017;День;1;0.9;2.0
23.01.2017;Вечер;1;1.0;2.0
24.01.2017;Ночь;1;1.0;4.0
24.01.2017;Утро;-2;0.8;2.0
24.01.2017;День;-2;0.8;2.0
24.01.2017;Вечер;-2;0.8;2.0
25.01.2017;Ночь;-2;0.8;4.0
25.01.2017;Утро;-2;0.8;4.0
25.01.2017;День;-2;0.8;4.0
25.01.2017;Вечер;-2;0.8;4.0
26.01.2017;Ночь;-2;0.6;4.0
26.01.2017;Утро;-4;0.9;2.0
26.01.2017;День;-4;1.0;2.0
26.01.2017;Вечер;-4;1.0;2.0
27.01.2017;Ночь;-4;1.0;1.0
27.01.2017;Утро;-4;1.0;1.0
27.01.2017;День;-4;1.0;1.0
