Date;Period;T;U;WW
31.03.2020;Утро;-4;0.8;2
31.03.2020;День;-2.6;0.6;2
31.03.2020;Вечер;-3.1;0.4;4
01.04.2020;Ночь;-7.3;0.6;4
01.04.2020;Утро;-1.9;0.4;4
01.04.2020;День;1.8;0.6;2
01.04.2020;Вечер;0;1;2
02.04.2020;Ночь;1;0.9;6
02.04.2020;Утро;2.8;0.8;6
02.04.2020;День;4.1;0.8;3
02.04.2020;Вечер;3.1;0.9;3
03.04.2020;Ночь;3.4;0.8;4
03.04.2020;Утро;5.7;0.6;4
03.04.2020;День;9.7;0.3;4
03.04.2020;Вечер;8.4;0.4;4
04.04.2020;Ночь;2.8;0.7;4
04.04.2020;Утро;5.2;0.5;4
04.04.2020;День;6.8;0.4;4
04.04.2020;Вечер;2.1;0.5;4
05.04.2020;Ночь;-1.5;0.8;4
05.04.2020;Утро;2.2;0.6;4
05.04.2020;День;3.3;0.4;5
05.04.2020;Вечер;0.1;0.6;4
06.04.2020;Ночь;-2.1;0.6;4
06.04.2020;Утро;0.9;0.4;4
06.04.2020;День;3.3;0.3;4
06.04.2020;Вечер;0.7;0.4;4
07.04.2020;Ночь;-4.5;0.7;4
07.04.2020;Утро;2.2;0.4;4
07.04.2020;День;8.6;0.4;4
07.04.2020;Вечер;8.3;0.5;4
08.04.2020;Ночь;4.9;0.6;4
08.04.2020;Утро;8.7;0.5;4
08.04.2020;День;11;0.7;6
08.04.2020;Вечер;7.4;0.7;4
09.04.2020;Ночь;1.5;0.9;4
09.04.2020;Утро;9.2;0.6;4
09.04.2020;День;14.9;0.3;4
09.04.2020;Вечер;12.2;0.3;4
10.04.2020;Ночь;7;0.8;3
10.04.2020;Утро;5.2;0.8;5
10.04.2020;День;7.4;0.4;4
10.04.2020;Вечер;3.6;0.7;4
11.04.2020;Ночь;-1.7;0.9;4
11.04.2020;Утро;1.6;0.8;4
11.04.2020;День;4.6;0.4;4
11.04.2020;Вечер;1.3;0.6;4
12.04.2020;Ночь;-1.8;0.9;4
12.04.2020;Утро;1.9;0.6;6
12.04.2020;День;6.5;0.3;4
12.04.2020;Вечер;3.2;0.4;4
13.04.2020;Ночь;3;0.4;4
13.04.2020;Утро;7.8;0.3;4
13.04.2020;День;14.8;0.2;4
13.04.2020;Вечер;12.5;0.2;4
14.04.2020;Ночь;10.7;0.3;4
14.04.2020;Утро;6.4;0.8;3
14.04.2020;День;5.5;0.8;5
14.04.2020;Вечер;3.8;0.7;4
15.04.2020;Ночь;1.2;0.7;4
15.04.2020;Утро;2.8;0.7;4
15.04.2020;День;4.4;0.6;2
15.04.2020;Вечер;1.5;0.9;2
16.04.2020;Ночь;1.4;0.9;5
16.04.2020;Утро;3.5;0.8;5
16.04.2020;День;4.1;0.9;3
16.04.2020;Вечер;4;0.9;3
17.04.2020;Ночь;1.3;0.9;5
17.04.2020;Утро;3;0.8;6
17.04.2020;День;5.8;0.6;5
17.04.2020;Вечер;1.7;0.8;5
18.04.2020;Ночь;-0.5;0.9;4
18.04.2020;Утро;1.4;0.9;2
18.04.2020;День;5;0.7;6
18.04.2020;Вечер;2.3;0.8;4
19.04.2020;Ночь;1.7;0.9;2
19.04.2020;Утро;3.3;0.9;6
19.04.2020;День;4.9;0.8;5
19.04.2020;Вечер;3.4;0.9;5
20.04.2020;Ночь;0.6;1;4
20.04.2020;Утро;3.5;0.9;5
20.04.2020;День;6.8;0.6;5
20.04.2020;Вечер;4.1;0.7;4
21.04.2020;Ночь;0.8;0.9;4
21.04.2020;Утро;5.9;0.6;4
21.04.2020;День;9;0.3;4
21.04.2020;Вечер;6.5;0.4;4
22.04.2020;Ночь;4.9;0.6;4
22.04.2020;Утро;4.8;0.5;5
22.04.2020;День;6.8;0.2;4
22.04.2020;Вечер;4.6;0.3;4
23.04.2020;Ночь;2.2;0.4;4
23.04.2020;Утро;6.2;0.3;4
23.04.2020;День;9.3;0.2;4
23.04.2020;Вечер;4.5;0.4;4
24.04.2020;Ночь;-1.5;0.7;4
24.04.2020;Утро;5.2;0.4;4
24.04.2020;День;6.8;0.6;3
24.04.2020;Вечер;5.6;0.8;4
25.04.2020;Ночь;3.8;1;5
25.04.2020;Утро;6;0.8;5
25.04.2020;День;7.3;0.6;4
25.04.2020;Вечер;5.1;0.7;4
26.04.2020;Ночь;-0.5;0.8;4
26.04.2020;Утро;5.4;0.5;4
26.04.2020;День;9.4;0.3;4
26.04.2020;Вечер;5.7;0.4;4
27.04.2020;Ночь;0.2;0.7;4
27.04.2020;Утро;8.8;0.3;4
27.04.2020;День;9.5;0.3;4
27.04.2020;Вечер;5.9;0.5;4
28.04.2020;Ночь;2.3;0.8;5
28.04.2020;Утро;5;0.6;6
28.04.2020;День;9.5;0.3;4
28.04.2020;Вечер;8.7;0.3;4
29.04.2020;Ночь;8.3;0.5;4
29.04.2020;Утро;9.7;0.7;3
29.04.2020;День;12.1;0.4;4
29.04.2020;Вечер;7.2;0.5;4
30.04.2020;Ночь;1.7;0.7;4
30.04.2020;Утро;4.6;0.6;6
30.04.2020;День;7.9;0.4;4
30.04.2020;Вечер;6.3;0.5;4
01.05.2020;Ночь;3.5;0.7;4
01.05.2020;Утро;7.7;0.5;4
01.05.2020;День;11.7;0.3;4
01.05.2020;Вечер;7.6;0.4;4
02.05.2020;Ночь;1.9;0.7;4
02.05.2020;Утро;9.8;0.4;4
02.05.2020;День;15.4;0.3;4
02.05.2020;Вечер;14.2;0.4;4
03.05.2020;Ночь;11;0.6;4
03.05.2020;Утро;16.4;0.5;4
03.05.2020;День;21.5;0.4;4
03.05.2020;Вечер;13.6;0.8;4
04.05.2020;Ночь;12.9;0.8;4
04.05.2020;Утро;14.7;0.8;3
04.05.2020;День;15.5;0.9;4
04.05.2020;Вечер;13.1;1;3
05.05.2020;Ночь;12.8;1;4
05.05.2020;Утро;16.3;0.8;4
05.05.2020;День;19.1;0.6;5
05.05.2020;Вечер;17.6;0.7;4
06.05.2020;Ночь;13.4;1;5
06.05.2020;Утро;17.2;0.8;5
06.05.2020;День;16.3;0.9;3
06.05.2020;Вечер;14.6;0.9;5
07.05.2020;Ночь;12.2;0.9;6
07.05.2020;Утро;15.5;0.7;6
07.05.2020;День;16.4;0.7;5
07.05.2020;Вечер;12.5;0.9;5
08.05.2020;Ночь;8.4;0.9;4
08.05.2020;Утро;9.4;0.9;6
08.05.2020;День;11.2;0.8;6
08.05.2020;Вечер;10.7;0.7;6
09.05.2020;Ночь;8.9;0.8;4
09.05.2020;Утро;10.8;0.7;4
09.05.2020;День;14.2;0.5;5
09.05.2020;Вечер;13.2;0.6;6
10.05.2020;Ночь;11.4;0.6;4
10.05.2020;Утро;13.8;0.4;4
10.05.2020;День;15.5;0.4;4
10.05.2020;Вечер;14.1;0.4;4
11.05.2020;Ночь;10.2;0.5;4
11.05.2020;Утро;15.7;0.3;4
11.05.2020;День;19.8;0.2;4
11.05.2020;Вечер;17.5;0.3;4
12.05.2020;Ночь;15.2;0.4;4
12.05.2020;Утро;21.3;0.4;4
12.05.2020;День;22.1;0.4;3
12.05.2020;Вечер;15.7;0.8;6
13.05.2020;Ночь;3.2;0.9;3
13.05.2020;Утро;5.8;0.6;6
13.05.2020;День;10.8;0.3;4
13.05.2020;Вечер;8.6;0.4;4
14.05.2020;Ночь;6.7;0.5;4
14.05.2020;Утро;10.6;0.5;5
14.05.2020;День;13.7;0.3;4
14.05.2020;Вечер;11.1;0.4;4
15.05.2020;Ночь;6.7;0.8;4
15.05.2020;Утро;9.6;0.5;4
15.05.2020;День;10.8;0.4;4
15.05.2020;Вечер;8;0.4;4
16.05.2020;Ночь;6.1;0.6;4
16.05.2020;Утро;10.3;0.5;4
16.05.2020;День;12.2;0.5;3
16.05.2020;Вечер;9.1;0.7;4
17.05.2020;Ночь;7.1;0.8;4
17.05.2020;Утро;10.2;0.6;6
17.05.2020;День;12.2;0.5;6
17.05.2020;Вечер;7.4;0.8;4
18.05.2020;Ночь;7.9;0.8;4
18.05.2020;Утро;9.2;0.7;5
18.05.2020;День;7.4;0.8;3
18.05.2020;Вечер;4.5;0.9;4
19.05.2020;Ночь;3.9;0.9;6
19.05.2020;Утро;7.3;0.7;6
19.05.2020;День;10.8;0.5;4
19.05.2020;Вечер;7.1;0.6;4
20.05.2020;Ночь;3;0.8;4
20.05.2020;Утро;10.8;0.5;4
20.05.2020;День;12.2;0.5;5
20.05.2020;Вечер;6.2;0.9;6
21.05.2020;Ночь;5.5;0.9;5
21.05.2020;Утро;5.1;0.9;5
21.05.2020;День;6.8;0.7;5
21.05.2020;Вечер;4.3;0.9;3
22.05.2020;Ночь;5;0.9;6
22.05.2020;Утро;7.3;0.9;6
22.05.2020;День;7.7;0.8;6
22.05.2020;Вечер;4.7;0.9;3
23.05.2020;Ночь;4;1;3
23.05.2020;Утро;5.9;0.9;3
23.05.2020;День;8.2;0.8;6
23.05.2020;Вечер;7.1;0.9;4
24.05.2020;Ночь;5.4;1;6
24.05.2020;Утро;7.6;0.9;6
24.05.2020;День;9.2;0.8;3
24.05.2020;Вечер;8.1;0.9;3
25.05.2020;Ночь;7.4;0.9;4
25.05.2020;Утро;13.7;0.6;4
25.05.2020;День;16.6;0.4;4
25.05.2020;Вечер;13.2;0.7;4
26.05.2020;Ночь;8.6;0.9;4
26.05.2020;Утро;16.7;0.5;4
26.05.2020;День;17.9;0.4;4
26.05.2020;Вечер;14.7;0.6;4
27.05.2020;Ночь;11.2;0.9;3
27.05.2020;Утро;13.3;0.8;4
27.05.2020;День;16.8;0.5;4
27.05.2020;Вечер;14.6;0.6;4
28.05.2020;Ночь;10.8;0.8;4
28.05.2020;Утро;17.8;0.5;4
28.05.2020;День;20.3;0.4;4
28.05.2020;Вечер;18.1;0.5;4
29.05.2020;Ночь;12.9;0.8;4
29.05.2020;Утро;12.2;1;3
29.05.2020;День;13.7;1;3
29.05.2020;Вечер;14.4;1;1
30.05.2020;Ночь;13.8;1;5
30.05.2020;Утро;16.5;0.9;6
30.05.2020;День;20.4;0.7;5
30.05.2020;Вечер;15.7;0.8;6
31.05.2020;Ночь;12.1;0.9;3
31.05.2020;Утро;10.8;0.9;3
31.05.2020;День;11.2;0.9;5
31.05.2020;Вечер;9.4;0.9;3
01.06.2020;Ночь;8;0.9;3
01.06.2020;Утро;9.8;0.9;6
01.06.2020;День;10.9;0.9;3
01.06.2020;Вечер;10;0.9;4
02.06.2020;Ночь;9.8;0.8;4
02.06.2020;Утро;10.1;0.8;3
02.06.2020;День;9.8;0.9;6
02.06.2020;Вечер;9.9;0.8;6
03.06.2020;Ночь;9.4;1;2
03.06.2020;Утро;10.8;1;3
03.06.2020;День;13;1;6
03.06.2020;Вечер;13.3;1;6
04.06.2020;Ночь;13;1;3
04.06.2020;Утро;15.2;0.9;6
04.06.2020;День;16.7;0.8;3
04.06.2020;Вечер;13.3;0.9;4
05.06.2020;Ночь;10.8;0.9;4
05.06.2020;Утро;16.8;0.6;5
05.06.2020;День;14.3;0.8;3
05.06.2020;Вечер;12.2;1;5
06.06.2020;Ночь;11.8;1;6
06.06.2020;Утро;16.9;0.7;5
06.06.2020;День;20.7;0.6;5
06.06.2020;Вечер;17.8;0.8;4
07.06.2020;Ночь;16.7;1;3
07.06.2020;Утро;21.2;0.8;5
07.06.2020;День;25.9;0.5;4
07.06.2020;Вечер;22;0.7;4
08.06.2020;Ночь;17.3;0.9;4
08.06.2020;Утро;24.2;0.7;4
08.06.2020;День;27.9;0.4;4
08.06.2020;Вечер;23.8;0.6;4
09.06.2020;Ночь;19;0.9;4
09.06.2020;Утро;25.5;0.6;5
09.06.2020;День;27.4;0.5;5
09.06.2020;Вечер;23.6;0.6;4
10.06.2020;Ночь;19.8;0.8;4
10.06.2020;Утро;25.8;0.5;4
10.06.2020;День;21;0.7;3
10.06.2020;Вечер;17.5;0.9;4
11.06.2020;Ночь;16.4;1;4
11.06.2020;Утро;24;0.6;4
11.06.2020;День;28.6;0.5;4
11.06.2020;Вечер;21.6;0.6;4
12.06.2020;Ночь;17.7;0.9;4
12.06.2020;Утро;20.2;0.8;4
12.06.2020;День;20.2;0.7;6
12.06.2020;Вечер;16.1;0.8;3
13.06.2020;Ночь;11.7;1;3
13.06.2020;Утро;12.8;0.8;6
13.06.2020;День;16.4;0.6;4
13.06.2020;Вечер;14.7;0.7;4
14.06.2020;Ночь;11.6;0.8;4
14.06.2020;Утро;16.9;0.5;4
14.06.2020;День;20.8;0.4;4
14.06.2020;Вечер;17.9;0.5;4
15.06.2020;Ночь;13.5;0.7;4
15.06.2020;Утро;19.8;0.5;4
15.06.2020;День;22.2;0.4;4
15.06.2020;Вечер;19.6;0.5;4
16.06.2020;Ночь;15.9;0.7;4
16.06.2020;Утро;21.6;0.6;4
16.06.2020;День;27.8;0.4;4
16.06.2020;Вечер;25.2;0.5;4
17.06.2020;Ночь;19.1;0.6;4
17.06.2020;Утро;25.9;0.5;4
17.06.2020;День;29.1;0.4;4
17.06.2020;Вечер;24.3;0.5;4
18.06.2020;Ночь;18.7;0.8;4
18.06.2020;Утро;25.3;0.6;4
18.06.2020;День;27.1;0.5;5
18.06.2020;Вечер;21.8;0.7;4
19.06.2020;Ночь;19.4;0.8;4
19.06.2020;Утро;25.8;0.6;4
19.06.2020;День;27.9;0.5;6
19.06.2020;Вечер;25;0.5;4
20.06.2020;Ночь;20.8;0.7;4
20.06.2020;Утро;24.8;0.6;5
20.06.2020;День;25.2;0.5;6
20.06.2020;Вечер;20.3;0.7;6
21.06.2020;Ночь;13.3;0.9;3
21.06.2020;Утро;13.2;0.8;4
21.06.2020;День;18;0.5;4
21.06.2020;Вечер;15.3;0.6;4
22.06.2020;Ночь;11;0.8;4
22.06.2020;Утро;18.4;0.5;4
22.06.2020;День;21.6;0.4;4
22.06.2020;Вечер;18.6;0.5;4
23.06.2020;Ночь;14;0.7;4
23.06.2020;Утро;20.8;0.5;4
23.06.2020;День;22.3;0.5;4
23.06.2020;Вечер;20;0.5;4
24.06.2020;Ночь;14.9;0.7;4
24.06.2020;Утро;22.4;0.5;4
24.06.2020;День;24.7;0.3;4
24.06.2020;Вечер;19.5;0.4;4
25.06.2020;Ночь;13.6;0.7;4
25.06.2020;Утро;22;0.4;4
25.06.2020;День;26.5;0.4;4
25.06.2020;Вечер;18.6;0.8;3
26.06.2020;Ночь;17;0.8;4
26.06.2020;Утро;21.3;0.6;5
26.06.2020;День;25;0.4;4
26.06.2020;Вечер;22.2;0.6;4
27.06.2020;Ночь;17.9;0.7;4
27.06.2020;Утро;25.4;0.5;4
27.06.2020;День;27.8;0.4;4
27.06.2020;Вечер;24;0.5;4
28.06.2020;Ночь;18;0.8;4
28.06.2020;Утро;24.2;0.5;4
28.06.2020;День;23.9;0.5;4
28.06.2020;Вечер;19.7;0.6;4
29.06.2020;Ночь;14.6;0.7;4
29.06.2020;Утро;17.2;0.5;4
29.06.2020;День;19.4;0.4;4
29.06.2020;Вечер;15.5;0.6;4
30.06.2020;Ночь;11.7;0.7;4
30.06.2020;Утро;18.6;0.5;4
30.06.2020;День;22.6;0.4;4
30.06.2020;Вечер;20.5;0.5;4
01.07.2020;Ночь;16.2;0.8;5
01.07.2020;Утро;20.6;0.6;5
01.07.2020;День;22.1;0.5;5
01.07.2020;Вечер;16.9;0.8;3
02.07.2020;Ночь;15;0.9;4
02.07.2020;Утро;20.6;0.7;4
02.07.2020;День;21.7;0.7;3
02.07.2020;Вечер;18.6;0.9;4
03.07.2020;Ночь;17.3;0.9;4
03.07.2020;Утро;20.8;0.8;6
03.07.2020;День;23.8;0.7;3
03.07.2020;Вечер;18.6;0.9;3
04.07.2020;Ночь;17.9;0.9;4
04.07.2020;Утро;21.9;0.7;5
04.07.2020;День;22.4;0.8;5
04.07.2020;Вечер;20.8;0.8;5
05.07.2020;Ночь;16.8;0.9;1
05.07.2020;Утро;21.9;0.7;4
05.07.2020;День;24.3;0.5;4
05.07.2020;Вечер;21.5;0.7;4
06.07.2020;Ночь;17.8;0.9;4
06.07.2020;Утро;24.1;0.6;4
06.07.2020;День;26.8;0.5;4
06.07.2020;Вечер;23.8;0.6;4
07.07.2020;Ночь;19.8;0.8;4
07.07.2020;Утро;26.4;0.5;5
07.07.2020;День;26.8;0.5;5
07.07.2020;Вечер;18.3;0.8;5
08.07.2020;Ночь;17.2;0.9;4
08.07.2020;Утро;21.4;0.8;4
08.07.2020;День;24.4;0.7;5
08.07.2020;Вечер;16.3;0.9;6
09.07.2020;Ночь;13.2;1;3
09.07.2020;Утро;15.1;0.8;6
09.07.2020;День;18.4;0.6;5
09.07.2020;Вечер;15.1;0.7;4
10.07.2020;Ночь;11.6;0.8;4
10.07.2020;Утро;17.8;0.6;4
10.07.2020;День;20.8;0.4;4
10.07.2020;Вечер;18.6;0.5;4
11.07.2020;Ночь;16.5;0.6;4
11.07.2020;Утро;21.4;0.5;4
11.07.2020;День;26.3;0.5;5
11.07.2020;Вечер;21;0.8;3
12.07.2020;Ночь;18.3;0.9;5
12.07.2020;Утро;21.6;0.8;6
12.07.2020;День;23;0.7;5
12.07.2020;Вечер;15.2;0.9;6
13.07.2020;Ночь;13.3;0.9;6
13.07.2020;Утро;17.2;0.8;6
13.07.2020;День;22;0.7;5
13.07.2020;Вечер;17.4;0.8;6
14.07.2020;Ночь;15;0.9;6
14.07.2020;Утро;15.6;0.9;6
14.07.2020;День;17.2;0.8;3
14.07.2020;Вечер;16.3;0.8;3
15.07.2020;Ночь;16.4;0.9;3
15.07.2020;Утро;18.2;0.8;6
15.07.2020;День;18.8;0.7;6
15.07.2020;Вечер;15.2;0.9;3
16.07.2020;Ночь;15;0.9;3
16.07.2020;Утро;15.5;0.8;6
16.07.2020;День;15.7;0.8;3
16.07.2020;Вечер;14.7;0.9;5
17.07.2020;Ночь;13.9;0.9;5
17.07.2020;Утро;15.4;0.8;5
17.07.2020;День;16.1;0.8;3
17.07.2020;Вечер;15.3;0.8;5
18.07.2020;Ночь;14.1;0.9;5
18.07.2020;Утро;16;0.8;5
18.07.2020;День;17.1;0.7;5
18.07.2020;Вечер;16.5;0.8;4
19.07.2020;Ночь;15.5;0.8;4
19.07.2020;Утро;18.7;0.7;5
19.07.2020;День;18.8;0.7;5
19.07.2020;Вечер;16.7;0.8;4
20.07.2020;Ночь;14.7;0.9;4
20.07.2020;Утро;19.2;0.7;5
20.07.2020;День;22.2;0.5;5
20.07.2020;Вечер;18.2;0.7;4
21.07.2020;Ночь;15.7;0.9;3
21.07.2020;Утро;16.7;0.9;3
21.07.2020;День;19.4;0.8;5
21.07.2020;Вечер;18.6;0.8;4
22.07.2020;Ночь;15.4;0.9;4
22.07.2020;Утро;17.2;0.8;6
22.07.2020;День;18.2;0.7;4
22.07.2020;Вечер;15;0.8;4
23.07.2020;Ночь;12.1;0.8;4
23.07.2020;Утро;13.5;0.8;6
23.07.2020;День;17.4;0.6;6
23.07.2020;Вечер;14.1;0.6;4
24.07.2020;Ночь;10.4;0.8;4
24.07.2020;Утро;14.6;0.7;4
24.07.2020;День;15.2;0.7;3
24.07.2020;Вечер;13.5;0.7;4
25.07.2020;Ночь;10.4;0.8;4
25.07.2020;Утро;17.5;0.6;4
25.07.2020;День;20.7;0.4;4
25.07.2020;Вечер;18.2;0.5;4
26.07.2020;Ночь;14.2;0.8;4
26.07.2020;Утро;17.6;0.7;4
26.07.2020;День;21.2;0.5;4
26.07.2020;Вечер;19.6;0.6;4
27.07.2020;Ночь;15.6;0.8;4
27.07.2020;Утро;20;0.7;4
27.07.2020;День;19.7;0.7;3
27.07.2020;Вечер;18.4;0.8;4
28.07.2020;Ночь;15.8;0.9;1
28.07.2020;Утро;22.8;0.6;4
28.07.2020;День;26.8;0.4;4
28.07.2020;Вечер;23.4;0.5;4
29.07.2020;Ночь;20;0.7;4
29.07.2020;Утро;21.5;0.7;4
29.07.2020;День;26.7;0.5;4
29.07.2020;Вечер;19.7;0.8;4
30.07.2020;Ночь;17.7;0.9;3
30.07.2020;Утро;19.8;0.7;6
30.07.2020;День;20.8;0.5;4
30.07.2020;Вечер;14.6;0.7;4
31.07.2020;Ночь;11.4;0.8;4
31.07.2020;Утро;15.5;0.7;5
31.07.2020;День;17.8;0.6;5
31.07.2020;Вечер;15.4;0.7;5
01.08.2020;Ночь;13.2;0.8;4
01.08.2020;Утро;16.7;0.7;6
01.08.2020;День;18.6;0.6;5
01.08.2020;Вечер;15.3;0.8;5
02.08.2020;Ночь;14;0.8;6
02.08.2020;Утро;16.4;0.6;6
02.08.2020;День;19.2;0.5;5
02.08.2020;Вечер;15.9;0.6;4
03.08.2020;Ночь;12;0.9;4
03.08.2020;Утро;17.9;0.6;4
03.08.2020;День;20.8;0.5;4
03.08.2020;Вечер;17.7;0.6;4
04.08.2020;Ночь;13.9;0.7;4
04.08.2020;Утро;20.3;0.6;4
04.08.2020;День;23.6;0.4;4
04.08.2020;Вечер;20.1;0.5;4
05.08.2020;Ночь;15.3;0.8;4
05.08.2020;Утро;21.9;0.5;4
05.08.2020;День;25.2;0.4;4
05.08.2020;Вечер;21.8;0.5;4
06.08.2020;Ночь;16.8;0.8;4
06.08.2020;Утро;23;0.6;4
06.08.2020;День;24.8;0.6;5
06.08.2020;Вечер;21;0.6;4
07.08.2020;Ночь;15.9;0.7;4
07.08.2020;Утро;21.7;0.5;4
07.08.2020;День;22.8;0.5;4
07.08.2020;Вечер;19.2;0.7;4
08.08.2020;Ночь;15.2;0.8;4
08.08.2020;Утро;21.3;0.5;4
08.08.2020;День;22.5;0.6;5
08.08.2020;Вечер;19.2;0.8;4
09.08.2020;Ночь;15.5;0.8;4
09.08.2020;Утро;20.5;0.7;5
09.08.2020;День;23.5;0.4;4
09.08.2020;Вечер;18.8;0.6;4
10.08.2020;Ночь;13.8;0.8;4
10.08.2020;Утро;21.2;0.6;5
10.08.2020;День;24.8;0.5;5
10.08.2020;Вечер;18.3;0.8;4
11.08.2020;Ночь;15.8;0.9;4
11.08.2020;Утро;17;0.7;5
11.08.2020;День;17.9;0.6;6
11.08.2020;Вечер;14.4;0.7;4
12.08.2020;Ночь;12;0.9;4
12.08.2020;Утро;13.6;0.8;6
12.08.2020;День;15.8;0.8;5
12.08.2020;Вечер;13.6;0.9;3
13.08.2020;Ночь;12.2;0.9;6
13.08.2020;Утро;12.7;0.9;2
13.08.2020;День;13.2;0.9;2
13.08.2020;Вечер;12.4;0.9;6
14.08.2020;Ночь;10.8;0.9;4
14.08.2020;Утро;12.8;0.8;5
14.08.2020;День;14.9;0.6;5
14.08.2020;Вечер;13.4;0.7;4
15.08.2020;Ночь;9.7;0.8;4
15.08.2020;Утро;15.8;0.6;4
15.08.2020;День;18.1;0.5;5
15.08.2020;Вечер;15.4;0.7;4
16.08.2020;Ночь;13.4;0.9;4
16.08.2020;Утро;17.7;0.7;6
16.08.2020;День;21.8;0.6;5
16.08.2020;Вечер;17.7;0.8;4
17.08.2020;Ночь;16;0.9;4
17.08.2020;Утро;19.2;0.6;5
17.08.2020;День;21.4;0.5;4
17.08.2020;Вечер;16.6;0.6;4
18.08.2020;Ночь;11.3;0.8;4
18.08.2020;Утро;16.2;0.5;4
18.08.2020;День;19.7;0.4;4
18.08.2020;Вечер;15.4;0.6;4
19.08.2020;Ночь;10.9;0.8;4
19.08.2020;Утро;17.2;0.6;4
19.08.2020;День;19.4;0.5;4
19.08.2020;Вечер;15.5;0.6;4
20.08.2020;Ночь;13.3;0.7;4
20.08.2020;Утро;16.9;0.6;4
20.08.2020;День;19.7;0.4;4
20.08.2020;Вечер;14.7;0.6;4
21.08.2020;Ночь;10.3;0.8;4
21.08.2020;Утро;17.6;0.5;4
21.08.2020;День;20.8;0.5;4
21.08.2020;Вечер;16.2;0.7;4
22.08.2020;Ночь;12.2;0.8;4
22.08.2020;Утро;19.9;0.5;4
22.08.2020;День;23.4;0.4;4
22.08.2020;Вечер;18.4;0.7;4
23.08.2020;Ночь;13;0.8;4
23.08.2020;Утро;20.8;0.6;4
23.08.2020;День;23.7;0.4;4
23.08.2020;Вечер;19.6;0.5;4
24.08.2020;Ночь;17.2;0.6;4
24.08.2020;Утро;19.2;0.6;4
24.08.2020;День;20.9;0.6;5
24.08.2020;Вечер;18.9;0.8;4
25.08.2020;Ночь;14.7;0.9;1
25.08.2020;Утро;18.7;0.7;4
25.08.2020;День;23.3;0.5;5
25.08.2020;Вечер;18.7;0.7;4
26.08.2020;Ночь;17.2;0.8;3
26.08.2020;Утро;17.7;0.8;3
26.08.2020;День;16.5;0.8;3
26.08.2020;Вечер;14;0.8;4
27.08.2020;Ночь;11.9;0.9;4
27.08.2020;Утро;16.9;0.7;5
27.08.2020;День;19.1;0.5;4
27.08.2020;Вечер;17.4;0.7;6
28.08.2020;Ночь;15.1;0.8;4
28.08.2020;Утро;17;0.8;6
28.08.2020;День;20.1;0.6;5
28.08.2020;Вечер;16;0.8;4
29.08.2020;Ночь;14;0.8;5
29.08.2020;Утро;14.3;0.8;6
29.08.2020;День;17.5;0.6;5
29.08.2020;Вечер;15.1;0.7;4
30.08.2020;Ночь;14.3;0.8;4
30.08.2020;Утро;17.6;0.7;4
30.08.2020;День;21.1;0.7;4
30.08.2020;Вечер;19.1;0.8;4
31.08.2020;Ночь;18.9;0.7;4
31.08.2020;Утро;22.9;0.6;4
31.08.2020;День;29.2;0.4;4
31.08.2020;Вечер;25.4;0.5;4
01.09.2020;Ночь;19.2;0.7;4
01.09.2020;Утро;18.9;0.7;6
01.09.2020;День;19;0.6;6
01.09.2020;Вечер;15.3;0.7;4
02.09.2020;Ночь;11;0.8;4
02.09.2020;Утро;14.5;0.7;5
02.09.2020;День;18.8;0.5;4
02.09.2020;Вечер;14.5;0.7;4
03.09.2020;Ночь;12.2;0.8;4
03.09.2020;Утро;16.8;0.6;4
03.09.2020;День;21.7;0.4;4
03.09.2020;Вечер;17.8;0.5;4
04.09.2020;Ночь;13.1;0.7;4
04.09.2020;Утро;17.2;0.5;4
04.09.2020;День;21.2;0.4;4
04.09.2020;Вечер;20.2;0.4;4
05.09.2020;Ночь;16.1;0.5;4
05.09.2020;Утро;16.9;0.5;4
05.09.2020;День;20.4;0.4;4
05.09.2020;Вечер;17.6;0.5;4
06.09.2020;Ночь;14.6;0.6;4
06.09.2020;Утро;18.8;0.5;4
06.09.2020;День;23.5;0.4;4
06.09.2020;Вечер;18.9;0.5;4
07.09.2020;Ночь;13.7;0.8;4
07.09.2020;Утро;19.1;0.6;4
07.09.2020;День;22.7;0.6;5
07.09.2020;Вечер;18.4;0.8;4
08.09.2020;Ночь;18.7;0.5;4
08.09.2020;Утро;15.8;0.7;4
08.09.2020;День;12.2;0.9;3
08.09.2020;Вечер;11;0.9;3
09.09.2020;Ночь;9.9;0.9;6
09.09.2020;Утро;11.9;0.9;3
09.09.2020;День;14.3;0.8;6
09.09.2020;Вечер;12.5;0.9;4
10.09.2020;Ночь;11;0.9;4
10.09.2020;Утро;13.8;0.8;5
10.09.2020;День;15.3;0.8;3
10.09.2020;Вечер;12.5;0.8;4
11.09.2020;Ночь;9.2;0.8;5
11.09.2020;Утро;11.4;0.7;6
11.09.2020;День;14.2;0.6;6
11.09.2020;Вечер;10.8;0.7;4
12.09.2020;Ночь;8.4;0.8;4
12.09.2020;Утро;13.2;0.7;4
12.09.2020;День;16.8;0.5;4
12.09.2020;Вечер;12.6;0.6;4
13.09.2020;Ночь;10.2;0.7;4
13.09.2020;Утро;14.4;0.6;4
13.09.2020;День;16.9;0.6;5
13.09.2020;Вечер;13.3;0.7;4
14.09.2020;Ночь;8.5;0.8;4
14.09.2020;Утро;11.8;0.7;6
14.09.2020;День;14.1;0.7;6
14.09.2020;Вечер;11;0.8;4
15.09.2020;Ночь;9.5;0.9;6
15.09.2020;Утро;12.2;0.8;5
