Date;Period;T;U;WW
24.12.2016;Ночь;-1.8;1;2
24.12.2016;Утро;-0.7;1;6
24.12.2016;День;0.5;0.9;6
24.12.2016;Вечер;0;0.8;6
25.12.2016;Ночь;-0.8;0.8;6
25.12.2016;Утро;-1;0.9;6
25.12.2016;День;-1;0.9;2
25.12.2016;Вечер;-1.3;0.9;2
26.12.2016;Ночь;-2;0.9;6
26.12.2016;Утро;-1.3;1;6
26.12.2016;День;0;0.9;6
26.12.2016;Вечер;0;0.9;2
27.12.2016;Ночь;0;1;2
27.12.2016;Утро;0.4;1;2
27.12.2016;День;0.8;0.9;2
27.12.2016;Вечер;-0.2;0.9;6
28.12.2016;Ночь;-0.9;1;6
28.12.2016;Утро;-1;0.9;4
28.12.2016;День;-0.6;0.9;4
28.12.2016;Вечер;-1;1;6
29.12.2016;Ночь;-1;0.9;2
29.12.2016;Утро;-1.7;0.9;6
29.12.2016;День;-2.3;0.8;6
29.12.2016;Вечер;-3.8;0.9;6
30.12.2016;Ночь;-4;0.9;6
30.12.2016;Утро;-3.2;0.9;2
30.12.2016;День;-1.7;1;2
30.12.2016;Вечер;-1.1;0.9;2
31.12.2016;Ночь;-0.8;0.9;2
31.12.2016;Утро;0;0.9;2
31.12.2016;День;0;1;2
31.12.2016;Вечер;0.8;1;2
01.01.2017;Ночь;1;1;2
01.01.2017;Утро;1.2;1;2
01.01.2017;День;1.9;0.9;2
01.01.2017;Вечер;1.8;0.9;2
02.01.2017;Ночь;1;1;3
02.01.2017;Утро;0.9;0.9;2
02.01.2017;День;0.5;0.9;6
02.01.2017;Вечер;-0.6;0.9;2
03.01.2017;Ночь;-3.5;0.9;2
03.01.2017;Утро;-7;0.9;6
03.01.2017;День;-8.2;0.8;2
03.01.2017;Вечер;-10.1;0.8;2
04.01.2017;Ночь;-12.8;0.9;2
04.01.2017;Утро;-12.1;0.9;2
04.01.2017;День;-10.6;0.9;2
04.01.2017;Вечер;-10;0.9;2
05.01.2017;Ночь;-9.7;0.9;2
05.01.2017;Утро;-11.9;0.8;2
05.01.2017;День;-15.2;0.8;2
05.01.2017;Вечер;-19.3;0.8;2
06.01.2017;Ночь;-23.5;0.8;2
06.01.2017;Утро;-26.2;0.8;5
06.01.2017;День;-26.8;0.7;5
06.01.2017;Вечер;-28.3;0.7;5
07.01.2017;Ночь;-29.8;0.7;5
07.01.2017;Утро;-29.9;0.8;1
07.01.2017;День;-26.8;0.8;4
07.01.2017;Вечер;-28;0.8;5
08.01.2017;Ночь;-29.1;0.8;2
08.01.2017;Утро;-28.4;0.8;5
08.01.2017;День;-23.5;0.8;4
08.01.2017;Вечер;-27.1;0.8;4
09.01.2017;Ночь;-28.6;0.8;5
09.01.2017;Утро;-25.2;0.8;5
09.01.2017;День;-18.8;0.8;1
09.01.2017;Вечер;-17.5;0.9;4
10.01.2017;Ночь;-14.4;0.8;6
10.01.2017;Утро;-10.5;0.9;6
10.01.2017;День;-8.3;0.9;2
10.01.2017;Вечер;-7.1;0.9;2
11.01.2017;Ночь;-7.1;0.9;2
11.01.2017;Утро;-10.8;0.9;2
11.01.2017;День;-12.5;0.8;4
11.01.2017;Вечер;-12;0.9;2
12.01.2017;Ночь;-9.6;0.9;2
12.01.2017;Утро;-9.3;0.9;2
12.01.2017;День;-8.3;0.9;2
12.01.2017;Вечер;-6.8;0.9;2
13.01.2017;Ночь;-4.3;0.9;2
13.01.2017;Утро;-3.3;0.9;2
13.01.2017;День;-4.2;0.8;6
13.01.2017;Вечер;-5.1;0.9;6
14.01.2017;Ночь;-4.8;0.9;6
14.01.2017;Утро;-2.8;0.9;5
14.01.2017;День;-1.2;0.8;5
14.01.2017;Вечер;-1.3;0.8;2
15.01.2017;Ночь;-1.2;0.9;2
15.01.2017;Утро;-1.5;0.9;2
15.01.2017;День;-1;0.9;2
15.01.2017;Вечер;-0.1;0.9;6
16.01.2017;Ночь;-0.8;1;2
16.01.2017;Утро;-1.2;0.9;2
16.01.2017;День;-1.2;0.9;2
16.01.2017;Вечер;-2.7;0.9;2
17.01.2017;Ночь;-7.2;0.9;4
17.01.2017;Утро;-6.9;0.9;4
17.01.2017;День;-3.2;0.8;4
17.01.2017;Вечер;-3.6;0.9;2
18.01.2017;Ночь;-5.2;0.9;6
18.01.2017;Утро;-6.6;0.8;6
18.01.2017;День;-5;0.8;6
18.01.2017;Вечер;-5;0.8;5
19.01.2017;Ночь;-5;0.9;6
19.01.2017;Утро;-4.2;0.8;6
19.01.2017;День;-3;0.9;2
19.01.2017;Вечер;-3.3;0.9;6
20.01.2017;Ночь;-3.2;0.9;2
20.01.2017;Утро;-0.9;0.8;6
20.01.2017;День;-1.8;0.6;4
20.01.2017;Вечер;-5.6;0.7;4
21.01.2017;Ночь;-5.3;0.9;4
21.01.2017;Утро;-3.2;0.8;2
21.01.2017;День;-3.6;0.8;2
21.01.2017;Вечер;-6.3;0.8;4
22.01.2017;Ночь;-8.3;0.9;4
22.01.2017;Утро;-6.4;0.9;5
22.01.2017;День;-3;0.9;2
22.01.2017;Вечер;-1.5;1;2
23.01.2017;Ночь;-2;1;2
23.01.2017;Утро;-0.1;1;2
23.01.2017;День;0.5;0.9;2
23.01.2017;Вечер;-0.8;0.9;2
24.01.2017;Ночь;-1.5;0.9;2
24.01.2017;Утро;-1.2;1;2
24.01.2017;День;0;0.9;2
24.01.2017;Вечер;-3.7;0.9;2
25.01.2017;Ночь;-8.1;0.9;2
25.01.2017;Утро;-12.2;0.8;2
25.01.2017;День;-12.8;0.8;5
25.01.2017;Вечер;-16.5;0.8;4
26.01.2017;Ночь;-20.3;0.8;4
26.01.2017;Утро;-20.3;0.8;4
26.01.2017;День;-12.7;0.7;4
26.01.2017;Вечер;-10.9;0.9;2
27.01.2017;Ночь;-8.3;1;2
27.01.2017;Утро;-5.9;1;2
27.01.2017;День;-3.1;0.9;2
27.01.2017;Вечер;-2;0.9;2
28.01.2017;Ночь;-2;0.9;2
28.01.2017;Утро;-2;0.9;6
28.01.2017;День;-1.8;0.9;6
28.01.2017;Вечер;-2.8;0.9;6
29.01.2017;Ночь;-4.9;0.9;6
29.01.2017;Утро;-6.8;0.9;6
29.01.2017;День;-7.2;0.8;6
29.01.2017;Вечер;-7.8;0.8;4
30.01.2017;Ночь;-10.5;0.8;4
30.01.2017;Утро;-10.9;0.8;4
30.01.2017;День;-7.5;0.6;4
30.01.2017;Вечер;-10.8;0.7;4
31.01.2017;Ночь;-12;0.8;6
31.01.2017;Утро;-10.7;0.8;2
31.01.2017;День;-8.2;0.8;6
31.01.2017;Вечер;-7.7;0.9;2
01.02.2017;Ночь;-6.4;0.9;2
01.02.2017;Утро;-3.7;0.9;2
01.02.2017;День;-2.3;0.8;6
01.02.2017;Вечер;-2.9;0.8;6
02.02.2017;Ночь;-6.2;0.8;4
02.02.2017;Утро;-9.8;0.8;5
02.02.2017;День;-7.5;0.7;4
02.02.2017;Вечер;-11.8;0.8;4
03.02.2017;Ночь;-13.3;0.9;1
03.02.2017;Утро;-9;0.7;4
03.02.2017;День;-6;0.7;4
03.02.2017;Вечер;-7.7;0.8;6
04.02.2017;Ночь;-10.3;0.8;2
04.02.2017;Утро;-13.3;0.8;6
04.02.2017;День;-10.7;0.8;6
04.02.2017;Вечер;-10.5;0.8;2
05.02.2017;Ночь;-10;0.8;2
05.02.2017;Утро;-10.2;0.8;2
05.02.2017;День;-8.2;0.7;4
05.02.2017;Вечер;-11.4;0.6;4
06.02.2017;Ночь;-15.7;0.8;4
06.02.2017;Утро;-16.5;0.8;2
06.02.2017;День;-15;0.7;4
06.02.2017;Вечер;-18.3;0.7;4
07.02.2017;Ночь;-22.4;0.8;4
07.02.2017;Утро;-22.2;0.8;4
07.02.2017;День;-17.2;0.6;4
07.02.2017;Вечер;-20;0.7;4
08.02.2017;Ночь;-22.1;0.8;4
08.02.2017;Утро;-18.5;0.8;4
08.02.2017;День;-13.2;0.8;2
08.02.2017;Вечер;-13.4;0.8;2
09.02.2017;Ночь;-12;0.9;2
09.02.2017;Утро;-9.8;0.9;6
09.02.2017;День;-5.3;0.9;6
09.02.2017;Вечер;-5.3;0.9;2
10.02.2017;Ночь;-4;1;2
10.02.2017;Утро;-3.7;0.9;6
10.02.2017;День;-3.2;0.9;6
10.02.2017;Вечер;-3.8;0.9;6
11.02.2017;Ночь;-2.2;0.9;2
11.02.2017;Утро;-1.8;0.9;6
11.02.2017;День;-1;0.8;2
11.02.2017;Вечер;-2.4;0.7;2
12.02.2017;Ночь;-3.9;0.8;6
12.02.2017;Утро;-4.8;0.9;2
12.02.2017;День;-5.3;0.8;2
12.02.2017;Вечер;-7;0.8;2
13.02.2017;Ночь;-8.7;0.9;2
13.02.2017;Утро;-10.2;0.9;2
13.02.2017;День;-8.2;0.9;2
13.02.2017;Вечер;-6.2;0.9;2
14.02.2017;Ночь;-4.5;1;2
14.02.2017;Утро;-0.5;0.9;2
14.02.2017;День;2.2;0.7;6
14.02.2017;Вечер;0.6;0.6;2
15.02.2017;Ночь;-1.9;0.7;4
15.02.2017;Утро;-3.2;0.8;4
15.02.2017;День;-2.4;0.6;6
15.02.2017;Вечер;-4.7;0.7;2
16.02.2017;Ночь;-10.1;0.9;4
16.02.2017;Утро;-8.9;0.8;4
16.02.2017;День;-3.5;0.6;4
16.02.2017;Вечер;-4.9;0.6;4
17.02.2017;Ночь;-6;0.7;4
17.02.2017;Утро;-4.8;0.8;5
17.02.2017;День;-2.3;0.9;6
17.02.2017;Вечер;-1.2;0.9;6
18.02.2017;Ночь;-0.2;1;2
18.02.2017;Утро;1;1;6
18.02.2017;День;1.8;0.9;6
18.02.2017;Вечер;1;0.8;6
19.02.2017;Ночь;0.6;0.8;6
19.02.2017;Утро;0.4;0.9;6
19.02.2017;День;1;0.8;6
19.02.2017;Вечер;0.7;0.9;2
20.02.2017;Ночь;1.1;0.9;2
20.02.2017;Утро;1.9;0.9;6
20.02.2017;День;2.3;0.8;6
20.02.2017;Вечер;2.1;0.9;3
21.02.2017;Ночь;0.8;0.9;2
21.02.2017;Утро;0.9;0.9;2
21.02.2017;День;1;0.9;2
21.02.2017;Вечер;1;1;2
22.02.2017;Ночь;0.7;0.9;6
22.02.2017;Утро;-3.6;0.9;2
22.02.2017;День;-6.2;0.8;6
22.02.2017;Вечер;-8.1;0.8;2
23.02.2017;Ночь;-5.9;0.8;6
23.02.2017;Утро;-3.1;0.9;2
23.02.2017;День;-1;1;2
23.02.2017;Вечер;-0.2;0.9;6
24.02.2017;Ночь;0.2;1;6
24.02.2017;Утро;1.4;0.9;6
24.02.2017;День;1;1;2
24.02.2017;Вечер;2.3;0.9;3
25.02.2017;Ночь;-1.1;0.8;6
25.02.2017;Утро;-3.2;0.8;4
25.02.2017;День;-1.9;0.7;6
25.02.2017;Вечер;-2.2;0.8;2
26.02.2017;Ночь;-5.2;0.8;2
26.02.2017;Утро;-5.3;0.8;6
26.02.2017;День;-1.8;0.6;4
26.02.2017;Вечер;-1.8;0.7;2
27.02.2017;Ночь;-1.2;0.9;2
27.02.2017;Утро;0.4;0.9;2
27.02.2017;День;1.3;0.9;2
27.02.2017;Вечер;0.2;0.9;2
28.02.2017;Ночь;-1.1;0.9;6
28.02.2017;Утро;0.1;0.8;6
28.02.2017;День;2.8;0.7;6
28.02.2017;Вечер;3;0.8;6
01.03.2017;Ночь;2.8;0.9;6
01.03.2017;Утро;2.6;0.9;6
01.03.2017;День;4.1;0.8;4
01.03.2017;Вечер;4.1;0.7;4
02.03.2017;Ночь;3.3;0.8;4
02.03.2017;Утро;3.6;0.9;3
02.03.2017;День;3.5;0.9;3
02.03.2017;Вечер;1.4;1;3
03.03.2017;Ночь;1;1;1
03.03.2017;Утро;1.7;0.9;1
03.03.2017;День;3;0.8;6
03.03.2017;Вечер;2.4;0.9;6
04.03.2017;Ночь;1.2;0.9;6
04.03.2017;Утро;1.4;0.8;6
04.03.2017;День;3.8;0.7;6
04.03.2017;Вечер;3.2;0.7;4
05.03.2017;Ночь;2.6;0.7;4
05.03.2017;Утро;3.1;0.8;4
05.03.2017;День;3.7;0.8;6
05.03.2017;Вечер;2;0.9;3
06.03.2017;Ночь;0.1;1;2
06.03.2017;Утро;-1.3;0.9;2
06.03.2017;День;-2.8;0.9;2
06.03.2017;Вечер;-2.9;0.9;2
07.03.2017;Ночь;-2.3;1;6
07.03.2017;Утро;-1.2;1;1
07.03.2017;День;0.8;1;1
07.03.2017;Вечер;1.2;1;1
08.03.2017;Ночь;-0.7;1;4
08.03.2017;Утро;-0.3;1;1
08.03.2017;День;1.7;0.9;1
08.03.2017;Вечер;1.1;1;4
09.03.2017;Ночь;0.4;1;4
09.03.2017;Утро;3.1;0.9;4
09.03.2017;День;8.5;0.6;4
09.03.2017;Вечер;5.8;0.6;4
10.03.2017;Ночь;1.2;0.8;4
10.03.2017;Утро;2.8;0.8;4
10.03.2017;День;7.4;0.6;4
10.03.2017;Вечер;4.3;0.7;4
11.03.2017;Ночь;2.4;0.8;6
11.03.2017;Утро;3;0.8;6
11.03.2017;День;5.1;0.7;4
11.03.2017;Вечер;2.6;0.8;4
12.03.2017;Ночь;-1.3;1;1
12.03.2017;Утро;1.7;0.8;4
12.03.2017;День;5.8;0.7;4
12.03.2017;Вечер;1.1;0.8;4
13.03.2017;Ночь;-2.2;0.9;4
13.03.2017;Утро;1.2;0.8;4
13.03.2017;День;6.6;0.5;4
13.03.2017;Вечер;3.1;0.7;4
14.03.2017;Ночь;-2.2;0.9;4
14.03.2017;Утро;1.9;0.8;4
14.03.2017;День;7.2;0.6;4
14.03.2017;Вечер;1.6;0.8;4
15.03.2017;Ночь;0.5;0.7;4
15.03.2017;Утро;3.3;0.7;4
15.03.2017;День;8.2;0.6;6
15.03.2017;Вечер;5;0.8;3
16.03.2017;Ночь;1.4;1;2
16.03.2017;Утро;1.6;0.9;6
16.03.2017;День;2.9;0.8;6
16.03.2017;Вечер;2.1;0.8;6
17.03.2017;Ночь;-0.4;0.9;4
17.03.2017;Утро;2.8;0.8;5
17.03.2017;День;5.6;0.6;6
17.03.2017;Вечер;3.3;0.8;4
18.03.2017;Ночь;1.6;0.8;4
18.03.2017;Утро;3.7;0.7;4
18.03.2017;День;5.7;0.6;5
18.03.2017;Вечер;4.8;0.6;4
19.03.2017;Ночь;2.6;0.8;6
19.03.2017;Утро;2;0.9;2
19.03.2017;День;2.9;0.9;3
19.03.2017;Вечер;2.5;0.9;3
20.03.2017;Ночь;1.3;1;2
20.03.2017;Утро;1.6;1;2
20.03.2017;День;3;0.9;3
20.03.2017;Вечер;2.5;1;6
21.03.2017;Ночь;1.8;1;1
21.03.2017;Утро;2.6;0.9;6
21.03.2017;День;5.2;0.7;6
21.03.2017;Вечер;4;0.7;4
22.03.2017;Ночь;3.9;0.8;4
22.03.2017;Утро;4.8;0.9;6
22.03.2017;День;9.3;0.7;6
22.03.2017;Вечер;7.6;0.8;6
23.03.2017;Ночь;2;1;3
23.03.2017;Утро;3.5;0.9;5
23.03.2017;День;8.1;0.5;4
23.03.2017;Вечер;3.9;0.6;4
24.03.2017;Ночь;-0.2;0.8;4
24.03.2017;Утро;3.5;0.6;4
24.03.2017;День;5.1;0.6;4
24.03.2017;Вечер;0.7;0.9;4
25.03.2017;Ночь;-2.5;0.8;4
25.03.2017;Утро;-0.9;0.7;4
25.03.2017;День;3.7;0.5;5
25.03.2017;Вечер;0.2;0.6;4
26.03.2017;Ночь;-4.1;0.8;4
26.03.2017;Утро;0.9;0.6;4
26.03.2017;День;4.6;0.4;4
26.03.2017;Вечер;1.5;0.7;2
27.03.2017;Ночь;0;1;2
27.03.2017;Утро;1.2;0.9;2
27.03.2017;День;1.9;0.8;2
27.03.2017;Вечер;1.1;0.7;4
28.03.2017;Ночь;0;1;2
28.03.2017;Утро;0.7;0.9;2
28.03.2017;День;0.8;0.8;2
28.03.2017;Вечер;-2.4;0.8;4
29.03.2017;Ночь;-3.2;0.8;2
29.03.2017;Утро;-2.6;0.6;4
29.03.2017;День;0;0.5;4
29.03.2017;Вечер;-2;0.6;4
30.03.2017;Ночь;-5.1;0.8;4
30.03.2017;Утро;-2.8;0.6;4
30.03.2017;День;-0.9;0.4;4
30.03.2017;Вечер;-3.2;0.4;4
31.03.2017;Ночь;-6.5;0.7;4
31.03.2017;Утро;-1.3;0.6;4
31.03.2017;День;-0.1;0.9;2
31.03.2017;Вечер;0;0.9;2
01.04.2017;Ночь;-2.1;0.9;6
01.04.2017;Утро;-1.7;0.8;4
01.04.2017;День;3.3;0.5;4
01.04.2017;Вечер;2.4;0.5;4
02.04.2017;Ночь;1;0.9;6
02.04.2017;Утро;2.8;1;6
02.04.2017;День;6.2;0.9;6
02.04.2017;Вечер;6;0.9;6
03.04.2017;Ночь;2.5;1;1
03.04.2017;Утро;4.3;1;3
03.04.2017;День;2.4;1;3
03.04.2017;Вечер;0.5;1;2
04.04.2017;Ночь;0;1;6
04.04.2017;Утро;2;0.9;6
04.04.2017;День;4.2;0.8;6
04.04.2017;Вечер;4;0.8;6
05.04.2017;Ночь;3.7;0.9;6
05.04.2017;Утро;4.3;0.9;6
05.04.2017;День;10.4;0.6;6
05.04.2017;Вечер;10;0.7;4
06.04.2017;Ночь;7.5;0.9;6
06.04.2017;Утро;10.4;0.8;4
06.04.2017;День;17.2;0.4;4
06.04.2017;Вечер;13.5;0.5;4
07.04.2017;Ночь;8.6;0.8;4
07.04.2017;Утро;7.8;0.9;3
07.04.2017;День;8.8;1;3
07.04.2017;Вечер;6.9;1;1
08.04.2017;Ночь;4.6;1;1
08.04.2017;Утро;4;1;6
08.04.2017;День;5;0.9;3
08.04.2017;Вечер;4.3;0.9;6
09.04.2017;Ночь;-0.5;0.8;4
09.04.2017;Утро;2.2;0.7;4
09.04.2017;День;7.4;0.5;4
09.04.2017;Вечер;6.2;0.5;4
10.04.2017;Ночь;3.2;0.7;4
10.04.2017;Утро;5.8;0.7;6
10.04.2017;День;8.6;0.6;6
10.04.2017;Вечер;8.1;0.7;4
11.04.2017;Ночь;5.2;0.8;4
11.04.2017;Утро;11.1;0.6;4
11.04.2017;День;17;0.4;4
11.04.2017;Вечер;8.4;0.9;3
12.04.2017;Ночь;5.2;0.9;6
12.04.2017;Утро;5.2;0.8;6
12.04.2017;День;4.8;0.8;6
12.04.2017;Вечер;1.7;0.7;4
13.04.2017;Ночь;1.9;0.8;4
13.04.2017;Утро;3;0.9;3
13.04.2017;День;5.2;0.9;3
13.04.2017;Вечер;6;0.9;3
14.04.2017;Ночь;5.8;0.9;5
14.04.2017;Утро;3.8;0.8;6
14.04.2017;День;1.7;0.7;6
14.04.2017;Вечер;-0.1;0.7;6
15.04.2017;Ночь;-2.8;0.8;4
15.04.2017;Утро;-1.9;0.6;6
15.04.2017;День;1.9;0.5;4
15.04.2017;Вечер;0.1;0.5;4
16.04.2017;Ночь;-2.9;0.7;4
16.04.2017;Утро;1.2;0.5;4
16.04.2017;День;2.1;0.8;2
16.04.2017;Вечер;0.6;1;2
17.04.2017;Ночь;-1.5;1;2
17.04.2017;Утро;-2.6;0.8;2
17.04.2017;День;-0.8;0.6;2
17.04.2017;Вечер;-2.2;0.7;4
18.04.2017;Ночь;-5.1;0.8;4
18.04.2017;Утро;-0.4;0.7;4
18.04.2017;День;0.9;0.6;6
18.04.2017;Вечер;-0.9;0.7;6
19.04.2017;Ночь;-3.6;0.8;4
19.04.2017;Утро;0.3;0.5;4
19.04.2017;День;2.1;0.4;4
19.04.2017;Вечер;0.2;0.5;4
20.04.2017;Ночь;-0.9;0.6;4
20.04.2017;Утро;1.7;0.4;4
20.04.2017;День;4.2;0.3;4
20.04.2017;Вечер;0.3;0.5;4
21.04.2017;Ночь;-3.6;0.7;4
21.04.2017;Утро;3.2;0.4;4
21.04.2017;День;6.8;0.3;4
21.04.2017;Вечер;4.9;0.5;4
22.04.2017;Ночь;3.3;0.8;6
22.04.2017;Утро;4.9;0.7;6
22.04.2017;День;6.9;0.8;3
22.04.2017;Вечер;4.2;0.8;6
23.04.2017;Ночь;2.1;0.8;6
23.04.2017;Утро;3.8;0.7;6
23.04.2017;День;5.7;0.7;6
23.04.2017;Вечер;3.5;0.7;4
24.04.2017;Ночь;-1;1;4
24.04.2017;Утро;4.9;0.7;6
24.04.2017;День;5.9;0.7;6
24.04.2017;Вечер;2.4;0.8;4
25.04.2017;Ночь;-1.7;0.9;4
25.04.2017;Утро;6.7;0.5;4
25.04.2017;День;10.1;0.4;6
25.04.2017;Вечер;7.6;0.4;4
26.04.2017;Ночь;7.2;0.5;4
26.04.2017;Утро;10.9;0.5;4
26.04.2017;День;14.4;0.6;4
26.04.2017;Вечер;7.1;1;3
27.04.2017;Ночь;2.8;0.9;3
27.04.2017;Утро;3.8;0.9;3
27.04.2017;День;4.8;0.9;3
27.04.2017;Вечер;3.5;1;3
28.04.2017;Ночь;2.2;1;3
28.04.2017;Утро;4.2;0.9;6
28.04.2017;День;6.4;0.9;3
28.04.2017;Вечер;6;1;3
29.04.2017;Ночь;6;0.9;6
29.04.2017;Утро;11.4;0.7;4
29.04.2017;День;22.1;0.4;4
29.04.2017;Вечер;18.7;0.4;4
30.04.2017;Ночь;10.9;0.6;4
30.04.2017;Утро;18.7;0.5;4
30.04.2017;День;23.6;0.3;4
30.04.2017;Вечер;19.4;0.4;4
01.05.2017;Ночь;13;0.6;4
01.05.2017;Утро;18.7;0.4;4
01.05.2017;День;23.4;0.2;4
01.05.2017;Вечер;20.7;0.3;4
02.05.2017;Ночь;14.2;0.5;4
02.05.2017;Утро;20.6;0.4;4
02.05.2017;День;21.8;0.4;4
02.05.2017;Вечер;13;0.6;4
03.05.2017;Ночь;5.8;0.8;4
03.05.2017;Утро;11.2;0.4;4
03.05.2017;День;14.2;0.3;4
03.05.2017;Вечер;9.9;0.4;4
04.05.2017;Ночь;4.6;0.6;4
04.05.2017;Утро;8.4;0.5;4
04.05.2017;День;10.4;0.4;4
04.05.2017;Вечер;6.6;0.5;4
05.05.2017;Ночь;0.8;0.8;4
05.05.2017;Утро;9.4;0.5;4
05.05.2017;День;14.1;0.3;4
05.05.2017;Вечер;11.5;0.4;4
06.05.2017;Ночь;7.6;0.6;4
06.05.2017;Утро;13;0.4;4
06.05.2017;День;17.4;0.4;4
06.05.2017;Вечер;9.1;0.8;6
07.05.2017;Ночь;2.7;0.7;4
07.05.2017;Утро;6.5;0.5;4
07.05.2017;День;10;0.4;4
07.05.2017;Вечер;8.2;0.5;4
08.05.2017;Ночь;4.1;0.8;3
08.05.2017;Утро;2.6;1;3
08.05.2017;День;2;0.9;2
08.05.2017;Вечер;2;0.9;3
09.05.2017;Ночь;1;1;2
09.05.2017;Утро;2.2;0.9;2
09.05.2017;День;3.7;0.9;3
09.05.2017;Вечер;1.6;0.9;6
10.05.2017;Ночь;0.5;1;2
10.05.2017;Утро;2.9;0.8;6
10.05.2017;День;4.2;0.8;6
10.05.2017;Вечер;1.3;1;2
11.05.2017;Ночь;-0.7;1;4
11.05.2017;Утро;3.9;0.7;4
11.05.2017;День;4.3;0.8;6
11.05.2017;Вечер;0.4;1;2
12.05.2017;Ночь;0.1;1;4
12.05.2017;Утро;4.2;0.7;4
12.05.2017;День;5.6;0.7;5
12.05.2017;Вечер;4.4;0.8;4
13.05.2017;Ночь;1.9;0.9;4
13.05.2017;Утро;7.7;0.5;4
13.05.2017;День;11;0.3;4
13.05.2017;Вечер;7.3;0.5;4
14.05.2017;Ночь;3.7;0.6;4
14.05.2017;Утро;9.8;0.4;4
14.05.2017;День;12.8;0.3;4
14.05.2017;Вечер;9.1;0.4;4
15.05.2017;Ночь;2.7;0.7;4
15.05.2017;Утро;11.4;0.3;4
15.05.2017;День;15.9;0.3;4
15.05.2017;Вечер;14.9;0.3;4
16.05.2017;Ночь;11.8;0.5;4
16.05.2017;Утро;8.4;0.9;3
16.05.2017;День;6.3;0.9;6
16.05.2017;Вечер;4.6;0.9;3
17.05.2017;Ночь;4.5;0.9;6
17.05.2017;Утро;6.3;0.8;6
17.05.2017;День;9.8;0.6;6
17.05.2017;Вечер;9.3;0.7;4
18.05.2017;Ночь;6.8;0.8;4
18.05.2017;Утро;13.2;0.6;4
18.05.2017;День;17.6;0.4;4
18.05.2017;Вечер;13.9;0.6;4
19.05.2017;Ночь;7.6;0.9;4
19.05.2017;Утро;16.3;0.6;4
19.05.2017;День;20.1;0.4;4
19.05.2017;Вечер;16.6;0.6;4
20.05.2017;Ночь;10.9;0.8;4
20.05.2017;Утро;17.4;0.6;4
20.05.2017;День;20.8;0.4;4
20.05.2017;Вечер;17.8;0.6;4
21.05.2017;Ночь;12.4;1;6
21.05.2017;Утро;9.9;0.8;6
21.05.2017;День;11.1;0.6;6
21.05.2017;Вечер;9;0.6;4
22.05.2017;Ночь;4.6;0.7;4
22.05.2017;Утро;10.2;0.5;4
22.05.2017;День;13.5;0.4;4
22.05.2017;Вечер;11.4;0.5;4
23.05.2017;Ночь;7.6;0.7;4
23.05.2017;Утро;13.9;0.5;4
23.05.2017;День;18.8;0.5;4
23.05.2017;Вечер;14.8;0.7;4
24.05.2017;Ночь;9.3;0.8;4
24.05.2017;Утро;18.9;0.5;4
24.05.2017;День;21.5;0.4;4
24.05.2017;Вечер;16.9;0.7;4
25.05.2017;Ночь;14.2;0.9;4
25.05.2017;Утро;17.4;0.7;4
25.05.2017;День;15.8;0.8;3
25.05.2017;Вечер;13.9;0.9;4
26.05.2017;Ночь;11.2;1;1
26.05.2017;Утро;16.1;0.7;6
26.05.2017;День;18.2;0.5;6
26.05.2017;Вечер;13.2;0.8;4
27.05.2017;Ночь;8.7;0.9;4
27.05.2017;Утро;12.3;0.7;5
27.05.2017;День;15;0.5;4
27.05.2017;Вечер;10.8;0.7;4
28.05.2017;Ночь;8.1;0.9;3
28.05.2017;Утро;7.8;0.8;6
28.05.2017;День;11.8;0.4;4
28.05.2017;Вечер;10.2;0.5;4
29.05.2017;Ночь;9;0.9;4
29.05.2017;Утро;18.2;0.7;4
29.05.2017;День;18.5;0.7;5
29.05.2017;Вечер;14.6;0.9;4
30.05.2017;Ночь;12.2;1;6
30.05.2017;Утро;12.5;0.8;6
30.05.2017;День;15.1;0.5;6
30.05.2017;Вечер;11.2;0.6;4
31.05.2017;Ночь;8;0.7;4
31.05.2017;Утро;13.3;0.6;6
31.05.2017;День;17.5;0.7;3
31.05.2017;Вечер;16.6;0.8;3
01.06.2017;Ночь;13.5;0.9;5
01.06.2017;Утро;13;0.8;3
01.06.2017;День;13.3;0.7;3
01.06.2017;Вечер;9.1;0.7;4
02.06.2017;Ночь;5.9;0.8;4
02.06.2017;Утро;5.7;0.8;6
02.06.2017;День;7.6;0.7;5
02.06.2017;Вечер;5;0.8;5
03.06.2017;Ночь;2.8;0.9;5
03.06.2017;Утро;6.2;0.7;6
03.06.2017;День;8.2;0.7;5
03.06.2017;Вечер;6.4;0.7;4
04.06.2017;Ночь;4.6;0.8;5
04.06.2017;Утро;7.8;0.6;5
04.06.2017;День;12.8;0.5;4
04.06.2017;Вечер;9.6;0.7;4
05.06.2017;Ночь;5.4;0.9;4
05.06.2017;Утро;11.8;0.7;4
05.06.2017;День;10.6;1;3
05.06.2017;Вечер;13;1;2
06.06.2017;Ночь;11.4;0.9;6
06.06.2017;Утро;11.7;0.9;6
06.06.2017;День;13.5;0.8;6
06.06.2017;Вечер;12.2;0.9;4
07.06.2017;Ночь;8.3;1;4
07.06.2017;Утро;16.6;0.6;6
07.06.2017;День;20.2;0.5;4
07.06.2017;Вечер;15.8;0.6;4
08.06.2017;Ночь;11.3;0.8;4
08.06.2017;Утро;18.8;0.6;4
08.06.2017;День;21.3;0.4;4
08.06.2017;Вечер;15.9;0.6;4
09.06.2017;Ночь;10.2;0.8;4
